track_n,line,lyric,track_title
5,23,So she sits there with her luggage at her side (your's sincerely your's),Letter of Resignation
5,24,Leaving empty stations leaving empty lives,Letter of Resignation
5,25,(To whom it may concern),Letter of Resignation
5,26,(This is to inform),Letter of Resignation
5,27,(your's sincerely your's),Letter of Resignation
5,28,(your's sincerely your's),Letter of Resignation
6,1,Had one of those days when you wanna try heroin,Leash
6,2,"Drunk driving, some form of soft suicide",Leash
6,3,Sitting in silence and staring at ceilings,Leash
6,4,Or peeling the paint off of things to confide,Leash
6,5,Maybe someday,Leash
6,6,The lies we've led around,Leash
6,7,Will crawl under our beds,Leash
6,8,And sleep off the years,Leash
6,9,Teach me to wiggle my ears like that,Leash
6,10,Show me the scar that you got when you fell off your bike,Leash
6,11,Ask me the questions you never want answers to,Leash
6,12,We can re-write them however we like,Leash
6,13,Maybe someday,Leash
6,14,The lies we've led around,Leash
6,15,Will crawl under our beds,Leash
6,16,And sleep off the years,Leash
6,17,Stop the hardwood floor's lopsided grin,Leash
6,18,Leave the dirt and dead flowers in a brown coffee tin,Leash
6,19,Let your hand melt a hole in the frost,Leash
6,20,Peer out under a sky that looks just like a shirt I lost,Leash
6,21,Someday,Leash
6,22,The lies we've led around,Leash
6,23,Will crawl under our beds,Leash
6,24,And sleep off the years,Leash
6,25,Sleep off those years,Leash
7,1,"The night's a spill, a permanent stain",Wellington's Wednesdays
7,2,"The city soaks in silence, salt and dirty snow",Wellington's Wednesdays
7,3,A blue glow from the TV again,Wellington's Wednesdays
7,4,"The curtains never open, faces never show",Wellington's Wednesdays
7,5,And every time a light is turned on,Wellington's Wednesdays
7,6,There's a light that's turned off somewhere,Wellington's Wednesdays
7,7,For every other moment that's lost,Wellington's Wednesdays
7,8,"There's a perfect cost, there's a debt you can't share",Wellington's Wednesdays
7,9,Clock stopped at the corner of Albert will show,Wellington's Wednesdays
7,10,Your last bus left an hour ago,Wellington's Wednesdays
7,11,So stumble down the stairs again,Wellington's Wednesdays
7,12,Pretend you're not too proud,Wellington's Wednesdays
7,13,To understand and still know when,Wellington's Wednesdays
7,14,Your voice cuts through the crowd,Wellington's Wednesdays
7,15,Lonely people talk too loud,Wellington's Wednesdays
7,16,"The night's a spill, a permanent stain",Wellington's Wednesdays
7,17,"The city soaks in silence, salt and dirty snow",Wellington's Wednesdays
7,18,A blue glow from the TV again,Wellington's Wednesdays
7,19,"The curtains never open, faces never show",Wellington's Wednesdays
7,20,And every night they play the same song,Wellington's Wednesdays
7,21,To the same offbeat believers,Wellington's Wednesdays
7,22,And everyone is singing along,Wellington's Wednesdays
7,23,"Wearing blue-black eyes, wearing dead men's neck-ties",Wellington's Wednesdays
7,24,Clock stopped at the corner of Albert will show,Wellington's Wednesdays
7,25,Your last bus left an hour ago,Wellington's Wednesdays
7,26,So stumble down the stairs again,Wellington's Wednesdays
7,27,Pretend you're not too proud,Wellington's Wednesdays
7,28,To understand and still know when,Wellington's Wednesdays
7,29,Your voice cuts through the crowd,Wellington's Wednesdays
7,30,Lonely people talk too loud,Wellington's Wednesdays
7,31,Numbers on a washroom stall,Wellington's Wednesdays
7,32,There's always more than one last call calling you,Wellington's Wednesdays
7,33,"Oh, you've got blue eyes",Wellington's Wednesdays
7,34,"Oh, you've got green eyes",Wellington's Wednesdays
7,35,"Oh, you've got grey eyes",Wellington's Wednesdays
7,36,"Oh, you've got blue eyes",Wellington's Wednesdays
7,37,"Oh, you've got green eyes",Wellington's Wednesdays
7,38,"Oh, you've got grey eyes",Wellington's Wednesdays
7,39,"Oh, you've got blue eyes",Wellington's Wednesdays
7,40,"Oh, you've got green eyes",Wellington's Wednesdays
7,41,"Oh, you've got grey eyes",Wellington's Wednesdays
8,1,You always stole all my last words,The Last Last One
8,2,"Here's no exception then, one more for me to send",The Last Last One
8,3,And nothing happens in the end,The Last Last One
8,4,"I'm thinking of you less, more concerned and more is less",The Last Last One
8,5,I guess it doesn't matter now,The Last Last One
8,6,Maybe we'll never go insane,The Last Last One
8,7,"You always said we would, sometimes I wished we could",The Last Last One
8,8,With you lying naked in the rain,The Last Last One
8,9,"And singing Boney M, cutting down all our old friends",The Last Last One
8,10,I talk to them again now,The Last Last One
8,11,So here's the last one I have left,The Last Last One
8,12,"We fell a little deep, I watched you fall asleep",The Last Last One
8,13,And nothing happens in the end,The Last Last One
8,14,But I remember when I could remember when,The Last Last One
8,15,Seems like a long time ago,The Last Last One
9,1,Knock so I'll know you're still there,Greatest Hits Collection
9,2,"Half listening, interpreting the air",Greatest Hits Collection
9,3,Full of failing foreign tongue,Greatest Hits Collection
9,4,My dialect of stammer come undone,Greatest Hits Collection
9,5,I've got these threads of you and I,Greatest Hits Collection
9,6,I use to tie my doubts down,Greatest Hits Collection
9,7,And from four time-zones away,Greatest Hits Collection
9,8,"Still yesterday, still talking to the past",Greatest Hits Collection
9,9,From the front seat of your car,Greatest Hits Collection
9,10,Gravel road and falling,Greatest Hits Collection
9,11,Falling hands and falling stars,Greatest Hits Collection
9,12,Start the engine up,Greatest Hits Collection
9,13,I'd like a new identity,Greatest Hits Collection
9,14,"A pseudonym, some plastic surgery",Greatest Hits Collection
9,15,Or just a way to disappear,Greatest Hits Collection
9,16,Someone to write me out of here,Greatest Hits Collection
9,17,I hear you hum an unfamiliar song,Greatest Hits Collection
9,18,Thought maybe you would come along,Greatest Hits Collection
9,19,Perhaps you'd like to see,Greatest Hits Collection
9,20,"Some piece of this, my new philosophy is that a",Greatest Hits Collection
9,21,Crappy tape deck somewhere,Greatest Hits Collection
9,22,Plays a greatest hits collection,Greatest Hits Collection
9,23,Of strange and tender moments lost,Greatest Hits Collection
9,24,"Stranded, and forgotten",Greatest Hits Collection
9,25,I'll meet you there,Greatest Hits Collection
9,26,Something I forgot to say,Greatest Hits Collection
9,27,Can't find a way to make this mark more clear,Greatest Hits Collection
9,28,So crack your skull before you weep,Greatest Hits Collection
9,29,And I'll try to keep some part of me sincere,Greatest Hits Collection
10,1,We emerged from youth all wide-eyed like the rest,Sounds Familiar
10,2,Shedding skin faster than skin can grow,Sounds Familiar
10,3,"And armed with hammers, feathers, blunt knives",Sounds Familiar
10,4,Words to meet and to define and to... but you must know,Sounds Familiar
10,5,"The same games that we played in dirt, in dusty school yards",Sounds Familiar
10,6,Have found a higher pitch and broader scale,Sounds Familiar
10,7,"Than we feared possible, someone must be picked last",Sounds Familiar
10,8,And one must bruise and one must fail,Sounds Familiar
10,9,And that still twitching bird was so deceived by a window,Sounds Familiar
10,10,"So we eulogized fondly, we dug deep, and threw",Sounds Familiar
10,11,Its elegant plumage and frantic black eyes in a hole,Sounds Familiar
10,12,And then rushed out to kill something new,Sounds Familiar
10,13,So we could bury that too,Sounds Familiar
10,14,The first chapters of lives almost made us give up altogether,Sounds Familiar
10,15,Pushed towards tired forms of self immolation,Sounds Familiar
10,16,"That seemed so original. I must, we must never stop",Sounds Familiar
10,17,Watching the sky with our hands in our pockets,Sounds Familiar
10,18,Stop peering in windows when we know doors are shut,Sounds Familiar
10,19,Stop yelling small stories and bad jokes and sorrows,Sounds Familiar
10,20,"And my voice will scratch to yell many more, but",Sounds Familiar
10,21,Before I spill the things I mean to hide away,Sounds Familiar
10,22,Or gouge my eyes with platitudes of sentiment,Sounds Familiar
10,23,I'll drown the urge for permanence and certainty,Sounds Familiar
10,24,Crouch down and scrawl my name with yours in wet cement,Sounds Familiar
11,1,They called here to tell me,Anchorless
11,2,That you're finally dying,Anchorless
11,3,Through a veil of childish cries,Anchorless
11,4,Southern Manitoba,Anchorless
11,5,Prairie's pulling at the,Anchorless
11,6,Pant leg of your bad disguise,Anchorless
11,7,So why were you so,Anchorless
11,8,Anchorless,Anchorless
11,9,A boat abandoned in some backyard,Anchorless
11,10,Anchorless,Anchorless
11,11,Small town that you lived and died in,Anchorless
11,12,Shoe box full of photos,Anchorless
11,13,Found a grainy mirror,Anchorless
11,14,Sunken cheeks and slender hands,Anchorless
11,15,Grocery lists and carbon,Anchorless
11,16,Copied letters offer,Anchorless
11,17,Silence for my small demands,Anchorless
11,18,Hey how'd you get so,Anchorless
11,19,Anchorless,Anchorless
11,20,A boat abandoned in some backyard,Anchorless
11,21,Anchorless,Anchorless
11,22,Small town that you lived and died in,Anchorless
11,23,Got an armchair from your family home,Anchorless
11,24,Got your P.G. Wodehouse novels and your telephone,Anchorless
11,25,Got your plates and stainless steel,Anchorless
11,26,Got that way of never saying what you really feel so,Anchorless
11,27,Anchorless,Anchorless
11,28,A boat abandoned in some backyard,Anchorless
11,29,Anchorless,Anchorless
11,30,Small town that you lived and died in,Anchorless
11,31,Don't want to live and die here,Anchorless
11,32,Don't want to live and die here where we're,Anchorless
11,33,"Anchorless, anchorless",Anchorless
11,34,"Anchorless, anchorless",Anchorless
11,35,Small town that we live and die in,Anchorless
12,1,Wait until the day says it's closing,Fallow
12,2,And public is put away,Fallow
12,3,Write by the light of a pay phone,Fallow
12,4,"Your list of ""I meant to say""",Fallow
12,5,"Like ""Winter comes too soon""",Fallow
12,6,"Or ""Radiators hum out of tune""Out under the Disraeli",Fallow
12,7,With rusty train track ties,Fallow
12,8,We'll carve new streets and sidewalks,Fallow
12,9,A city for small lives,Fallow
12,10,And say that we'll stay for one more year,Fallow
12,11,Wait near the end of September,Fallow
12,12,Wait for some stars to show,Fallow
12,13,Try so hard not to remember,Fallow
12,14,What all empty playgrounds know,Fallow
12,15,That sympathy is cruel,Fallow
12,16,Reluctant jester or simpering fool,Fallow
12,17,But six feet off the highway,Fallow
12,18,Our bare legs stung with wheat,Fallow
12,19,We'll dig a hole and bury,Fallow
12,20,All we could not defeat,Fallow
12,21,And say that we'll stay for one more year,Fallow
12,22,Bend to tie a shoelace,Fallow
12,23,Or bend against your fear,Fallow
12,24,And say that you'll stay for one more year,Fallow
12,25,With so much left to seek,Fallow
12,26,The lease runs out next week,Fallow
1,1,"Garage sale, Saturday – I need to pay",Everything Must Go!
1,2,My heart's outstanding bills,Everything Must Go!
1,3,A cracked-up compass and a pocket watch,Everything Must Go!
1,4,Some plastic daffodils,Everything Must Go!
1,5,The cutlery and coffee cups I stole from all-night restaurants,Everything Must Go!
1,6,A sense of wonder only slightly used,Everything Must Go!
1,7,A year or two to haunt you in the dark,Everything Must Go!
1,8,For a phone call from far away,Everything Must Go!
1,9,"With a ""Hi, how are you today?""And a sign, ""Recovery comes to the broken ones""",Everything Must Go!
1,10,Wage slave forty-hour work week weighs,Everything Must Go!
1,11,A thousand kilograms,Everything Must Go!
1,12,So bend your knees comes with a free fake smile,Everything Must Go!
1,13,For all your dumb demands,Everything Must Go!
1,14,The cordless razor that my father bought,Everything Must Go!
1,15,When I turned 17,Everything Must Go!
1,16,"The puke-green sofa, and the outline to",Everything Must Go!
1,17,A complicated dream of dignity,Everything Must Go!
1,18,"For a laugh, too loud and too long",Everything Must Go!
1,19,For a place where awkward belong,Everything Must Go!
1,20,"And a sign, ""Recovery comes to the broken ones""...or Best Offer",Everything Must Go!
2,1,Measure me in metered lines,Aside
2,2,And one decisive stare,Aside
2,3,The time it takes to get from here to there,Aside
2,4,My ribs that show through t-shirts,Aside
2,5,And these shoes I got for free,Aside
2,6,I'm unconsoled,Aside
2,7,I'm lonely,Aside
2,8,I am so much better than I used to be,Aside
2,9,Terrified of telephones,Aside
2,10,And shopping malls and knives,Aside
2,11,We're drowning in the pools of other lives,Aside
2,12,Rely a bit too heavily,Aside
2,13,On alcohol and irony,Aside
2,14,Get clobbered on by courtesy,Aside
2,15,In love with love and lousy poetry,Aside
2,16,And I'm leaning on this broken fence,Aside
2,17,Between past and present tense,Aside
2,18,And I'm losing all those stupid games,Aside
2,19,That I swore I'd never play,Aside
2,20,But it almost feels okay,Aside
2,21,Circumnavigate this body,Aside
2,22,Of wonder and uncertainty,Aside
2,23,Armed with every precious failure,Aside
2,24,And amateur cartography,Aside
2,25,I breath in deep before,Aside
2,26,I spread those maps out on my bedroom floor...,Aside
2,27,And I'm leaning on this broken fence,Aside
2,28,Between past and present tense,Aside
2,29,And I'm losing all those stupid games,Aside
2,30,That I swore I'd never play,Aside
2,31,But it feels okay,Aside
2,32,And I'm leaving with goodbye,Aside
2,33,And I'm losing but I'll try,Aside
2,34,With the last ways left,Aside
2,35,"To remember, sing",Aside
2,36,My imperfect offering,Aside
3,1,"I count to three and grin, you smile and let me in",Watermark
3,2,We sit and watch the wall you painted purple,Watermark
3,3,"Speech will spill on space, our little cups of grace",Watermark
3,4,But pauses rattle on about the way,Watermark
3,5,"That you cut that snow-fence, braved the blood, the metal of those hearts",Watermark
3,6,That you always end up pressing your tongue to,Watermark
3,7,How your body still remembers things you told it to forget,Watermark
3,8,How those furious affections followed you,Watermark
3,9,I've got this store-bought way of saying I'm okay,Watermark
3,10,And you learned how to cry in total silence,Watermark
3,11,"We're talented and bright, we're lonely and uptight",Watermark
3,12,We've found some lovely ways to disappoint,Watermark
3,13,But the airport's always almost empty this time of the year,Watermark
3,14,So let's go play on a baggage carousel,Watermark
3,15,And set our watches forward like we're just arriving here,Watermark
3,16,From a past we left in a place we knew too well,Watermark
3,17,Knew too well,Watermark
3,18,Knew too well,Watermark
3,19,Hold on to the corners of today,Watermark
3,20,And we'll fold it up to save until it's needed,Watermark
3,21,"Stand still, let me scrub that brackish line",Watermark
3,22,That you got when something rose and then receded,Watermark
3,23,Hold on,Watermark
4,1,"I'm standing on this corner, can't get their attention",Pamphleteer
4,2,Facing rush hour faces turned around,Pamphleteer
4,3,"I clutch my stack of paper, press one to a chest",Pamphleteer
4,4,Then watch it swoop and stutter to the ground,Pamphleteer
4,5,"I'm weary with right-angles, abbreviated daylight",Pamphleteer
4,6,And waiting for a winter to be done,Pamphleteer
4,7,Why do I still see you in every mirrored window,Pamphleteer
4,8,In all that I could never overcome?,Pamphleteer
4,9,How I don't know what I should do,Pamphleteer
4,10,With my hands when I talk to you,Pamphleteer
4,11,How you don't know where you should look,Pamphleteer
4,12,So you look at my hands,Pamphleteer
4,13,How movements rise and then dissolve,Pamphleteer
4,14,Melted by our shallow breath,Pamphleteer
4,15,How causes dance away from me,Pamphleteer
4,16,I am your pamphleteer,Pamphleteer
4,17,I walk this room in time to the beat of the Gestetner,Pamphleteer
4,18,Contemplate my next communique,Pamphleteer
4,19,The rhetoric and treason of saying that I'll miss you,Pamphleteer
4,20,"Of saying ""Hey, well maybe you should stay""",Pamphleteer
4,21,"Sing, Oh what force on earth could be",Pamphleteer
4,22,Weaker than the feeble strength,Pamphleteer
4,23,"Of one, like me remembering",Pamphleteer
4,24,The way it could have been,Pamphleteer
4,25,"So, help me with this barricade",Pamphleteer
4,26,"No surrender, no defeat",Pamphleteer
4,27,A specter's haunting Albert Street,Pamphleteer
4,28,I am your pamphleteer,Pamphleteer
4,29,I am your pamphleteer,Pamphleteer
4,30,I am your pamphleteer,Pamphleteer
5,1,Headlights race towards the corner of the dining room,"This Is a Fire Door, Never Leave Open"
5,2,And half illuminate a face before they disappear,"This Is a Fire Door, Never Leave Open"
5,3,You breathe in forty years of failing to describe a feeling,"This Is a Fire Door, Never Leave Open"
5,4,I breathe out smoke against a window,"This Is a Fire Door, Never Leave Open"
5,5,Trace the letters in your name,"This Is a Fire Door, Never Leave Open"
5,6,Our letters sound the same,"This Is a Fire Door, Never Leave Open"
5,7,Full of all our changing,"This Is a Fire Door, Never Leave Open"
5,8,That isn't change at all,"This Is a Fire Door, Never Leave Open"
5,9,All straight lines circle sometime,"This Is a Fire Door, Never Leave Open"
5,10,"You said, ""Somewhere, there's a box full of replacement parts","This Is a Fire Door, Never Leave Open"
5,11,"To all the tenderness we've broken or let rust away.""","This Is a Fire Door, Never Leave Open"
5,12,"Somewhere, sympathy is more than just a way of leaving","This Is a Fire Door, Never Leave Open"
5,13,"Somewhere, someone says, ""I'm sorry.""","This Is a Fire Door, Never Leave Open"
5,14,Someone's making plans to stay,"This Is a Fire Door, Never Leave Open"
5,15,So tell me it's okay,"This Is a Fire Door, Never Leave Open"
5,16,Tell me anything,"This Is a Fire Door, Never Leave Open"
5,17,Or show me there's a pull,"This Is a Fire Door, Never Leave Open"
5,18,Unassailable,"This Is a Fire Door, Never Leave Open"
5,19,That will lead you there from the dark alone,"This Is a Fire Door, Never Leave Open"
5,20,To benevolence that you've never known,"This Is a Fire Door, Never Leave Open"
5,21,Or you knew when you were four and can't remember,"This Is a Fire Door, Never Leave Open"
5,22,Where a small knife tears out those sloppy seams,"This Is a Fire Door, Never Leave Open"
5,23,And the silence knows what your silence means,"This Is a Fire Door, Never Leave Open"
5,24,"And your metaphors, as mixed as you can make them","This Is a Fire Door, Never Leave Open"
5,25,"Are linked like days, together","This Is a Fire Door, Never Leave Open"
5,26,I still hear trains at night when the wind is right,"This Is a Fire Door, Never Leave Open"
5,27,I remember everything,"This Is a Fire Door, Never Leave Open"
5,28,Lick and thread this string,"This Is a Fire Door, Never Leave Open"
5,29,That will never mend you or tailor more,"This Is a Fire Door, Never Leave Open"
5,30,Than a memory of a kitchen floor,"This Is a Fire Door, Never Leave Open"
5,31,Or the fire door that we kept propping open,"This Is a Fire Door, Never Leave Open"
5,32,And I love this place: the enormous sky,"This Is a Fire Door, Never Leave Open"
5,33,"And the faces, hands that I'm haunted by","This Is a Fire Door, Never Leave Open"
5,34,So why can't I forgive these buildings,"This Is a Fire Door, Never Leave Open"
5,35,These frameworks labeled home?,"This Is a Fire Door, Never Leave Open"
5,36,Headlights race towards the corner of the dining room,"This Is a Fire Door, Never Leave Open"
5,37,And half illuminate a face before they disappear,"This Is a Fire Door, Never Leave Open"
6,1,A soft breeze,Without Mythologies
6,2,With the slippery concrete black and full of muddy slush,Without Mythologies
6,3,"Contrasting with the hoarfrost, clean and hung",Without Mythologies
6,4,On a tunnel of silent shivering trees,Without Mythologies
6,5,The ones you said you'd like to be,Without Mythologies
6,6,And the birds that screamed at the sun,Without Mythologies
6,7,Now buried deep below the ground,Without Mythologies
6,8,"Beneath the snow, I press my shoulder to this wall between us",Without Mythologies
6,9,I know you are behind me and I press my shoulder to this wall,Without Mythologies
6,10,Determined not to turn around,Without Mythologies
6,11,I didn't see you standing,Without Mythologies
6,12,Still that statue that I moulded in my mind to kiss,Without Mythologies
6,13,So beautiful you'll never move again,Without Mythologies
6,14,Someplace far away,Without Mythologies
6,15,At some sad table littered with chipped plates,Without Mythologies
6,16,With bad light in 48 frames from a movie on the cutting room floor,Without Mythologies
6,17,"You said, ""True meaning would be dying with you""",Without Mythologies
6,18,"And though I wanted to, I did not smile",Without Mythologies
6,19,But now I will give up on this wall that I have fought with,Without Mythologies
6,20,Never uncover meaning behind our rich words,Without Mythologies
6,21,If I could I would make you a raging river,Without Mythologies
6,22,With angry rapids supplied with rain,Without Mythologies
6,23,So you could always meander,Without Mythologies
6,24,And forever be able to run away,Without Mythologies
6,25,Without contending,Without Mythologies
6,26,With myths wrongly interpreted,Without Mythologies
6,27,With pain,Without Mythologies
6,28,A harsh wind,Without Mythologies
6,29,A harsh wind,Without Mythologies
7,1,"My city's still breathing, but barely, it's true",Left and Leaving
7,2,Through buildings gone missing like teeth,Left and Leaving
7,3,The sidewalks are watching me think about you,Left and Leaving
7,4,Sparkled with broken glass,Left and Leaving
7,5,I'm back with scars to show,Left and Leaving
7,6,Back with the streets I know,Left and Leaving
7,7,Will never take me anywhere but here,Left and Leaving
7,8,"The stain in the carpet, this drink in my hand",Left and Leaving
7,9,The strangers whose faces I know,Left and Leaving
7,10,We meet here for our dress rehearsal to say,Left and Leaving
7,11,I wanted it this way,Left and Leaving
7,12,Wait for the year to drown,Left and Leaving
7,13,"Spring forward, fall back down",Left and Leaving
7,14,I'm trying not to wonder where you are,Left and Leaving
7,15,All this time,Left and Leaving
7,16,"Lingers, undefined",Left and Leaving
7,17,Someone choose,Left and Leaving
7,18,Who's left and who's leaving,Left and Leaving
7,19,Memory will rust and erode into lists,Left and Leaving
7,20,Of all that you gave me,Left and Leaving
7,21,"A blanket, some matches, this pain in my chest",Left and Leaving
7,22,The best parts of lonely,Left and Leaving
7,23,Duct-tape and soldered wires,Left and Leaving
7,24,New words for old desires,Left and Leaving
7,25,And every birthday card I threw away,Left and Leaving
7,26,I wait in 4/4 time,Left and Leaving
7,27,Count yellow highway lines,Left and Leaving
7,28,That you're relying on to lead you home,Left and Leaving
7,29,That you're relying on to lead you home,Left and Leaving
7,30,That you're relying on to lead you home,Left and Leaving
8,1,"So the fields are stubble, the garden's done",Elegy for Elsabet
8,2,Where the scary scarecrow stands,Elegy for Elsabet
8,3,Sees her holding up horizons with her hands,Elegy for Elsabet
8,4,She's so tired of reading daddy's lips,Elegy for Elsabet
8,5,That essay on a frown,Elegy for Elsabet
8,6,Watch her memories of human voices drown,Elegy for Elsabet
8,7,Let horsey bray break between the thunder boom,Elegy for Elsabet
8,8,Make grasses' swish meet the crickets' ring,Elegy for Elsabet
8,9,Let every sound consecrate our whispering,Elegy for Elsabet
8,10,The words that Betta never heard,Elegy for Elsabet
8,11,So the back lanes tie the city down,Elegy for Elsabet
8,12,A mess of dirty string,Elegy for Elsabet
8,13,Winter dies the same way every spring,Elegy for Elsabet
8,14,As the sky tries on its uniform,Elegy for Elsabet
8,15,Of turned off TV gray,Elegy for Elsabet
8,16,And the ways we watched her watch us walk away,Elegy for Elsabet
8,17,Let every rain clatter down at groaning streets,Elegy for Elsabet
8,18,"Make footsteps tick, talk to echoed walls",Elegy for Elsabet
8,19,Let every sound consecrate our whispering,Elegy for Elsabet
8,20,The words that Betta never heard,Elegy for Elsabet
8,21,Let every wind howl and creak the creaking doors,Elegy for Elsabet
8,22,To rooms that too much has happened in,Elegy for Elsabet
8,23,Let every sound consecrate our whispering,Elegy for Elsabet
8,24,The words that Betta never heard,Elegy for Elsabet
9,1,There's blood in the sink and he's plunging his wrists in,History to the Defeated
9,2,A hangover halo is washing away,History to the Defeated
9,3,Mechanic-school dropout stares into the mirror,History to the Defeated
9,4,Stands up in his derelict daydreams,History to the Defeated
9,5,"Always too tall, always walked around wearing",History to the Defeated
9,6,A smile that was never quite sure of itself,History to the Defeated
9,7,Planning a future of failures inflicted,History to the Defeated
9,8,In phone calls from strip clubs and bail bonds,History to the Defeated
9,9,There's a light left on,History to the Defeated
9,10,There's a pace to our direction,History to the Defeated
9,11,There's a movie still,History to the Defeated
9,12,Of a heart I'd like to mention,History to the Defeated
9,13,"Don't give me that look, I looked harder than most did",History to the Defeated
9,14,Let details like sharp nails punch holes in my shoes,History to the Defeated
9,15,Soft-traced to frown as I put the receiver down,History to the Defeated
9,16,Where do I go for a pardon?,History to the Defeated
9,17,There's a light left on,History to the Defeated
9,18,There's a pace to our direction,History to the Defeated
9,19,There's a movie still,History to the Defeated
9,20,Of a heart I'd like to mention,History to the Defeated
9,21,We're listing what's left:,History to the Defeated
9,22,A signed Slayer t-shirt,History to the Defeated
9,23,A car up on blocks in his mother's backyard,History to the Defeated
10,1,Her body is a difficult sister and she loves her,Exiles Among You
10,2,"And hides her somewhere in herself, safe from harm",Exiles Among You
10,3,"She's barely coasting into a paycheck, stuck on empty",Exiles Among You
10,4,Her blue eyes frozen green in the low-lit ATM,Exiles Among You
10,5,I need a way to measure the distance,Exiles Among You
10,6,I need a way to say why,Exiles Among You
10,7,Out of breath or out of key,Exiles Among You
10,8,Her voice resonated in me,Exiles Among You
10,9,Wish on everything,Exiles Among You
10,10,Pray that she remains,Exiles Among You
10,11,Proud and strange and so hopelessly hopeful,Exiles Among You
10,12,Her body is a difficult sister and she loves her,Exiles Among You
10,13,"And hides her somewhere in herself, safe from harm",Exiles Among You
10,14,"Her night shift is over, she's writing you a postcard",Exiles Among You
10,15,To say that she's okay and it's raining there again,Exiles Among You
10,16,My fury's rising faster than bus fares,Exiles Among You
10,17,Could someone clarify why,Exiles Among You
10,18,There's no structured narrative?,Exiles Among You
10,19,No neat storyline to explain,Exiles Among You
10,20,Wish on everything,Exiles Among You
10,21,Pray that she remains,Exiles Among You
10,22,Proud and strange and so hopelessly hopefull(Wishes and prayers are the way),Exiles Among You
10,23,Wish on everything,Exiles Among You
10,24,(That we leave the lonely alone),Exiles Among You
10,25,Pray that she remains,Exiles Among You
10,26,(And push the wounded away),Exiles Among You
10,27,Proud and strange and so hopelessly hopeful,Exiles Among You
10,28,She shoplifts some Christmas gifts and a bracelet for herself,Exiles Among You
10,29,"And considers phoning home, has some quarters in her hand",Exiles Among You
10,30,But she sits down on the sidewalk and bites her bottom lip,Exiles Among You
10,31,And spends the afternoon willing traffic lights to change,Exiles Among You
11,1,"They're tearing up streets again, they're building a new hotel",My Favourite Chords
11,2,The mayor's out killing kids to keep taxes down,My Favourite Chords
11,3,And me and my anger sit folding a paper bird,My Favourite Chords
11,4,Letting the curtains turn to beating wings,My Favourite Chords
11,5,Wish I had a socket-set to dismantle this morning,My Favourite Chords
11,6,And just one pair of clean socks and a photo of you,My Favourite Chords
11,7,"When you get off work tonight, meet me at the construction site",My Favourite Chords
11,8,And we'll write some notes to tape to the heavy machines,My Favourite Chords
11,9,"Like ""We hope they treat you well, hope you don't work too hard",My Favourite Chords
11,10,"We hope you get to be happy sometimes""",My Favourite Chords
11,11,Bring your swiss-army knife and a bottle of something,My Favourite Chords
11,12,And I'll bring some spray paint and a new deck of cards,My Favourite Chords
11,13,"Hey, I found the safest place to keep all our tenderness",My Favourite Chords
11,14,"To keep all those bad ideas, keep all our hope",My Favourite Chords
11,15,"It's here in the smallest bones, the feet and the inner ear",My Favourite Chords
11,16,It's such an enormous thing to walk and to listen,My Favourite Chords
11,17,And I'd like to fall asleep to the beat of you breathing,My Favourite Chords
11,18,In a room near a truck stop on a highway somewhere,My Favourite Chords
11,19,"Well you are a radio, you are an open door",My Favourite Chords
11,20,I am a faulty string of blue Christmas lights,My Favourite Chords
11,21,"You swim through frequencies, you let that stranger in",My Favourite Chords
11,22,As I'm blinking off and on and off again,My Favourite Chords
11,23,"And we've got a lot of time, or maybe we don't",My Favourite Chords
11,24,"But I'd like to think so, so let me pretend",My Favourite Chords
11,25,"These are my favourite chords, I know you like them too",My Favourite Chords
11,26,"When I get a new guitar, you could have this one",My Favourite Chords
11,27,"And sing me a lullaby, sing me the alphabet",My Favourite Chords
11,28,Sing me a story I haven't heard yet,My Favourite Chords
12,1,Neon lights and slinking purple skies,Slips and Tangles
12,2,Squeeze out soft regrets from all our lies,Slips and Tangles
12,3,As I greet another door that opens in,Slips and Tangles
12,4,To that place where we repeatedly begin,Slips and Tangles
12,5,I'm tangled up in try,Slips and Tangles
12,6,Slipping on I wonder why,Slips and Tangles
12,7,I face,Slips and Tangles
12,8,"Affection, not embrace",Slips and Tangles
12,9,Another urban wasteland thick with fears,Slips and Tangles
12,10,Icy lights that shine like frozen television tears,Slips and Tangles
12,11,Or dying embers of another day,Slips and Tangles
12,12,Please tell me what it is I want to say,Slips and Tangles
12,13,I'm tangled up in try,Slips and Tangles
12,14,Slipping on I wonder why,Slips and Tangles
12,15,I face,Slips and Tangles
12,16,"Affection, not embrace",Slips and Tangles
12,17,Affectionate embrace,Slips and Tangles
1,1,I want to call requests through heating vents,(Manifest)
1,2,"And hear them answered with a whisper, ”No”",(Manifest)
1,3,"To crack the code of muscles, slacken, tense",(Manifest)
1,4,Let every second step in boots on snow,(Manifest)
1,5,Complete your name with accents I can't place,(Manifest)
1,6,That stumble where the syllables combine,(Manifest)
1,7,Take depositions from a stranger's face,(Manifest)
1,8,Paint every insignificance a sign,(Manifest)
1,9,"So tell me nothing matters, less or more",(Manifest)
1,10,Say ”Whatever we think actions are,(Manifest)
1,11,We'll never know what anything was for,(Manifest)
1,12,If near is just as far away as far”And I'm permitted one act I can save,(Manifest)
1,13,I choose to sit here next to you and wave,(Manifest)
2,1,How I don't know how to sing,The Reasons
2,2,I can barely play this thing,The Reasons
